,score,avg_moves,num_positivs
4763,100,26,1
4764,260,54,1
4765,0,31,0
4766,160,35,1
4767,0,37,0
4768,0,33,0
4769,180,39,1
4770,0,29,0
4771,0,30,0
4772,120,33,1
4773,180,53,1
4774,0,22,0
4775,0,34,0
4776,0,32,0
4777,0,21,0
4778,0,23,0
4779,0,32,0
4780,340,29,1
4781,0,27,0
4782,0,30,0
4783,0,36,0
4784,0,34,0
4785,0,30,0
4786,140,39,1
4787,0,26,0
4788,80,45,1
4789,440,55,1
4790,180,37,1
4791,0,23,0
4792,140,45,1
4793,40,36,1
4794,0,25,0
4795,0,25,0
4796,140,48,1
4797,340,40,1
4798,0,24,0
4799,0,28,0
4800,0,33,0
4801,0,28,0
4802,180,43,1
4803,0,24,0
4804,0,28,0
4805,40,37,1
4806,0,36,0
4807,0,29,0
4808,100,44,1
4809,0,31,0
4810,0,24,0
4811,0,31,0
4812,80,34,1
4813,80,40,1
4814,0,25,0
4815,0,27,0
4816,0,34,0
4817,80,33,1
4818,140,37,1
4819,0,28,0
4820,0,28,0
4821,0,25,0
4822,0,34,0
4823,0,26,0
4824,120,40,1
4825,40,41,1
4826,120,48,1
4827,0,26,0
4828,0,35,0
4829,0,23,0
4830,0,26,0
4831,120,46,1
4832,400,60,1
4833,0,31,0
4834,100,43,1
4835,80,44,1
4836,0,39,0
4837,0,33,0
4838,0,36,0
4839,100,36,1
4840,40,41,1
4841,40,26,1
4842,0,29,0
4843,40,34,1
4844,0,35,0
4845,0,26,0
4846,0,26,0
4847,0,19,0
4848,0,28,0
4849,0,24,0
4850,0,29,0
4851,80,35,1
4852,0,28,0
4853,0,19,0
4854,0,30,0
4855,0,30,0
4856,40,33,1
4857,0,26,0
4858,0,34,0
4859,0,22,0
4860,0,29,0
4861,0,25,0
4862,0,29,0
4863,0,36,0
4864,0,32,0
4865,0,37,0
4866,120,43,1
4867,0,26,0
4868,0,26,0
4869,0,23,0
4870,40,32,1
4871,0,37,0
4872,0,38,0
4873,0,40,0
4874,0,28,0
4875,0,26,0
4876,340,44,1
4877,100,38,1
4878,0,29,0
4879,120,38,1
4880,80,40,1
4881,0,27,0
4882,140,36,1
4883,0,28,0
4884,0,38,0
4885,40,38,1
4886,0,27,0
4887,300,25,1
4888,0,22,0
4889,100,35,1
4890,0,28,0
4891,0,22,0
4892,80,35,1
4893,0,27,0
4894,300,36,1
4895,40,35,1
4896,0,27,0
4897,0,25,0
4898,0,26,0
4899,0,26,0
4900,0,38,0
4901,140,24,1
4902,0,31,0
4903,0,37,0
4904,0,29,0
4905,0,32,0
4906,140,27,1
4907,200,34,1
4908,0,26,0
4909,0,33,0
4910,0,29,0
4911,0,31,0
4912,140,47,1
4913,0,19,0
4914,40,28,1
4915,40,41,1
4916,440,48,1
4917,200,37,1
4918,0,30,0
4919,0,27,0
4920,100,25,1
4921,0,27,0
4922,220,55,1
4923,0,26,0
4924,0,30,0
4925,0,30,0
4926,40,31,1
4927,0,25,0
4928,40,37,1
4929,440,57,1
4930,180,44,1
4931,40,23,1
4932,0,24,0
4933,140,46,1
4934,380,42,1
4935,100,42,1
4936,0,30,0
4937,140,42,1
4938,0,30,0
4939,200,49,1
4940,40,35,1
4941,0,25,0
4942,0,31,0
4943,0,38,0
4944,0,29,0
4945,220,51,1
4946,0,34,0
4947,0,23,0
4948,0,30,0
4949,0,31,0
4950,160,46,1
4951,0,24,0
4952,0,22,0
4953,140,31,1
4954,600,54,1
4955,80,40,1
4956,80,43,1
4957,0,23,0
4958,0,29,0
4959,0,28,0
4960,100,36,1
4961,0,22,0
4962,0,25,0
4963,0,21,0
4964,300,45,1
4965,100,36,1
4966,0,29,0
4967,100,26,1
4968,0,24,0
4969,40,37,1
4970,0,30,0
4971,0,32,0
4972,0,30,0
4973,0,33,0
4974,40,35,1
4975,0,27,0
4976,40,32,1
4977,80,39,1
4978,40,37,1
4979,120,44,1
4980,140,33,1
4981,0,26,0
4982,80,31,1
4983,0,26,0
4984,0,39,0
4985,0,39,0
4986,0,27,0
4987,0,25,0
4988,0,29,0
4989,0,36,0
4990,0,25,0
4991,0,24,0
4992,80,34,1
4993,0,29,0
4994,80,40,1
4995,40,29,1
4996,140,49,1
4997,140,32,1
4998,40,36,1
4999,40,28,1
5000,100,39,1
5001,80,38,1
5002,0,30,0
5003,0,23,0
5004,0,29,0
5005,340,41,1
5006,0,26,0
5007,40,37,1
5008,0,26,0
5009,100,26,1
5010,0,23,0
5011,120,39,1
5012,340,27,1
5013,100,36,1
5014,0,27,0
5015,0,24,0
5016,0,22,0
5017,40,42,1
5018,0,27,0
5019,0,34,0
5020,0,24,0
5021,0,30,0
5022,0,30,0
5023,0,32,0
5024,300,28,1
5025,100,30,1
5026,100,40,1
5027,280,44,1
5028,0,25,0
5029,0,35,0
5030,0,28,0
5031,0,22,0
5032,0,25,0
5033,0,36,0
5034,120,45,1
5035,560,50,1
5036,0,28,0
5037,400,32,1
5038,140,38,1
5039,80,38,1
5040,0,22,0
5041,400,52,1
5042,0,33,0
5043,180,39,1
5044,160,41,1
5045,0,15,0
5046,0,30,0
5047,0,28,0
5048,180,48,1
5049,80,40,1
5050,120,42,1
5051,0,33,0
5052,0,30,0
5053,80,34,1
5054,40,30,1
5055,0,22,0
5056,0,25,0
5057,0,29,0
5058,0,17,0
5059,0,24,0
5060,140,45,1
5061,0,28,0
5062,140,40,1
5063,40,32,1
5064,0,23,0
5065,200,51,1
5066,0,24,0
5067,80,34,1
5068,0,21,0
5069,0,32,0
5070,120,38,1
5071,0,39,0
5072,0,23,0
5073,40,43,1
5074,0,37,0
5075,0,37,0
5076,0,30,0
5077,140,46,1
5078,120,37,1
5079,40,32,1
5080,0,26,0
5081,0,24,0
5082,0,29,0
5083,0,31,0
5084,140,41,1
5085,40,37,1
5086,0,24,0
5087,140,39,1
5088,40,34,1
5089,0,37,0
5090,440,57,1
5091,0,27,0
5092,0,26,0
5093,0,19,0
5094,260,37,1
5095,0,29,0
5096,0,24,0
5097,0,37,0
5098,0,23,0
5099,0,24,0
5100,280,56,1
5101,300,32,1
5102,40,40,1
5103,0,27,0
5104,200,49,1
5105,120,39,1
5106,40,35,1
5107,340,41,1
5108,0,24,0
5109,0,27,0
5110,140,39,1
5111,0,32,0
5112,0,28,0
5113,160,46,1
5114,40,35,1
5115,0,27,0
5116,0,36,0
5117,0,31,0
5118,0,19,0
5119,40,37,1
5120,300,46,1
5121,0,37,0
5122,0,22,0
5123,100,40,1
5124,0,23,0
5125,0,26,0
5126,80,44,1
5127,0,27,0
5128,0,26,0
5129,0,31,0
5130,0,33,0
5131,0,29,0
5132,140,35,1
5133,0,23,0
5134,0,25,0
5135,0,28,0
5136,300,33,1
5137,180,48,1
5138,0,32,0
5139,0,25,0
5140,0,25,0
5141,0,33,0
5142,40,33,1
5143,0,23,0
5144,100,24,1
5145,140,44,1
5146,0,26,0
5147,0,37,0
5148,0,37,0
5149,0,30,0
5150,40,33,1
5151,0,25,0
5152,40,35,1
5153,40,39,1
5154,0,24,0
5155,0,24,0
5156,0,38,0
5157,0,24,0
5158,0,23,0
5159,0,22,0
5160,0,28,0
5161,0,29,0
5162,0,40,0
5163,0,28,0
5164,0,35,0
5165,0,28,0
5166,0,33,0
5167,0,21,0
5168,0,24,0
5169,40,34,1
5170,0,37,0
5171,100,19,1
5172,0,25,0
5173,0,27,0
5174,160,44,1
5175,0,28,0
5176,0,30,0
5177,0,25,0
5178,40,37,1
5179,0,25,0
5180,0,20,0
5181,80,44,1
5182,40,39,1
5183,0,29,0
5184,40,18,1
5185,0,21,0
5186,0,29,0
5187,140,34,1
5188,0,23,0
5189,40,37,1
5190,40,40,1
5191,320,50,1
5192,40,37,1
5193,0,22,0
5194,0,30,0
5195,0,26,0
5196,0,31,0
5197,0,20,0
5198,0,31,0
5199,0,23,0
5200,40,33,1
5201,0,27,0
5202,80,39,1
5203,380,50,1
5204,0,29,0
5205,0,27,0
5206,0,21,0
5207,0,30,0
5208,120,45,1
5209,0,37,0
5210,140,42,1
5211,140,50,1
5212,0,27,0
5213,0,21,0
5214,0,21,0
5215,0,24,0
5216,0,28,0
5217,120,39,1
5218,0,27,0
5219,40,36,1
5220,0,37,0
5221,0,25,0
5222,0,30,0
5223,300,22,1
5224,340,41,1
5225,0,30,0
5226,160,42,1
5227,100,36,1
5228,160,30,1
5229,0,28,0
5230,100,21,1
5231,180,27,1
5232,0,30,0
5233,0,25,0
5234,80,27,1
5235,0,24,0
5236,40,31,1
5237,0,35,0
5238,100,40,1
5239,0,20,0
5240,80,44,1
5241,0,29,0
5242,0,39,0
5243,40,27,1
5244,0,28,0
5245,40,30,1
5246,180,45,1
5247,0,37,0
5248,120,33,1
5249,0,25,0
5250,0,25,0
5251,100,35,1
5252,280,40,1
5253,0,29,0
5254,0,26,0
5255,0,17,0
5256,380,57,1
5257,240,46,1
5258,0,30,0
5259,0,30,0
5260,0,23,0
5261,0,25,0
5262,0,33,0
5263,180,45,1
5264,0,26,0
5265,580,61,1
5266,0,37,0
5267,140,43,1
5268,40,39,1
5269,0,30,0
5270,0,38,0
5271,0,24,0
5272,220,49,1
5273,0,40,0
5274,0,31,0
5275,0,37,0
5276,40,37,1
5277,0,25,0
5278,0,25,0
5279,200,49,1
5280,0,28,0
5281,0,28,0
5282,0,31,0
5283,0,26,0
5284,0,21,0
5285,0,19,0
5286,300,42,1
5287,300,32,1
5288,80,40,1
5289,0,29,0
5290,140,33,1
5291,140,45,1
5292,100,34,1
5293,0,26,0
5294,0,24,0
5295,160,46,1
5296,140,41,1
5297,0,26,0
5298,0,35,0
5299,0,23,0
5300,140,41,1
5301,0,25,0
5302,100,46,1
5303,0,35,0
5304,220,49,1
5305,120,46,1
5306,0,23,0
5307,0,31,0
5308,0,24,0
5309,0,29,0
5310,40,31,1
5311,0,32,0
5312,0,23,0
5313,0,32,0
5314,0,26,0
5315,0,25,0
5316,80,25,1
5317,0,25,0
5318,120,42,1
5319,0,27,0
5320,180,46,1
5321,200,27,1
5322,0,31,0
5323,80,37,1
5324,0,34,0
5325,160,41,1
5326,0,28,0
5327,0,26,0
5328,0,27,0
5329,40,43,1
5330,340,49,1
5331,0,37,0
5332,300,42,1
5333,120,35,1
5334,120,38,1
5335,0,28,0
5336,0,24,0
5337,0,38,0
5338,100,22,1
5339,40,32,1
5340,40,37,1
5341,40,33,1
5342,0,27,0
5343,0,24,0
5344,0,27,0
5345,100,20,1
5346,240,50,1
5347,0,31,0
5348,0,23,0
5349,40,30,1
5350,340,46,1
5351,0,26,0
5352,40,37,1
5353,120,38,1
5354,740,53,1
5355,0,28,0
5356,0,35,0
5357,600,56,1
5358,80,37,1
5359,40,38,1
5360,0,31,0
5361,0,25,0
5362,0,25,0
5363,0,27,0
5364,0,28,0
5365,0,28,0
5366,40,39,1
5367,180,46,1
5368,0,32,0
5369,0,32,0
5370,1300,54,1
5371,0,35,0
5372,0,25,0
5373,140,42,1
5374,160,42,1
5375,100,43,1
5376,40,37,1
5377,0,29,0
5378,0,22,0
5379,200,39,1
5380,0,25,0
5381,0,24,0
5382,0,31,0
5383,360,56,1
5384,220,42,1
5385,0,39,0
5386,80,26,1
5387,0,29,0
5388,0,36,0
5389,100,34,1
5390,0,20,0
5391,0,24,0
5392,0,27,0
5393,0,33,0
5394,40,39,1
5395,0,29,0
5396,0,24,0
5397,0,31,0
5398,0,26,0
5399,40,31,1
5400,0,28,0
5401,0,22,0
5402,260,53,1
5403,40,33,1
5404,80,37,1
5405,120,44,1
5406,0,30,0
5407,0,26,0
5408,0,32,0
5409,0,21,0
5410,540,51,1
5411,100,39,1
5412,40,40,1
5413,100,27,1
5414,0,25,0
5415,0,36,0
5416,0,26,0
5417,0,20,0
5418,180,39,1
5419,0,38,0
5420,500,54,1
5421,80,24,1
5422,0,21,0
5423,0,25,0
5424,0,35,0
5425,0,23,0
5426,0,27,0
5427,100,26,1
5428,300,53,1
5429,0,30,0
5430,0,29,0
5431,0,33,0
5432,0,35,0
5433,0,35,0
5434,0,32,0
5435,0,26,0
5436,80,35,1
5437,0,33,0
5438,300,41,1
5439,0,26,0
5440,340,33,1
5441,0,30,0
5442,0,28,0
5443,40,37,1
5444,160,40,1
5445,40,38,1
5446,0,37,0
5447,0,38,0
5448,0,25,0
5449,0,25,0
5450,0,29,0
5451,180,43,1
5452,0,33,0
5453,40,35,1
5454,0,29,0
5455,380,47,1
5456,0,29,0
5457,200,43,1
5458,140,40,1
5459,0,32,0
5460,0,23,0
5461,140,38,1
5462,0,27,0
5463,80,41,1
5464,120,47,1
5465,40,23,1
5466,140,31,1
5467,0,32,0
5468,0,21,0
5469,40,28,1
5470,0,26,0
5471,0,27,0
5472,100,41,1
5473,0,23,0
5474,0,24,0
5475,40,33,1
5476,0,25,0
5477,180,33,1
5478,80,40,1
5479,240,50,1
5480,0,27,0
5481,100,41,1
5482,1320,55,1
5483,0,34,0
5484,0,28,0
5485,220,53,1
5486,0,28,0
5487,40,29,1
5488,0,29,0
5489,0,34,0
5490,340,43,1
5491,0,39,0
5492,100,35,1
5493,0,32,0
5494,300,41,1
5495,260,42,1
5496,40,25,1
5497,0,34,0
5498,0,27,0
5499,120,50,1
5500,0,32,0
5501,0,25,0
5502,80,45,1
5503,0,24,0
5504,340,39,1
5505,40,40,1
5506,0,25,0
5507,100,46,1
5508,100,29,1
5509,140,49,1
5510,0,22,0
5511,300,25,1
5512,0,25,0
5513,0,22,0
5514,80,34,1
5515,100,34,1
5516,0,25,0
5517,40,32,1
5518,440,40,1
5519,80,42,1
5520,40,36,1
5521,200,50,1
5522,40,37,1
5523,0,38,0
5524,0,38,0
5525,0,26,0
5526,0,28,0
5527,0,27,0
5528,300,42,1
5529,0,26,0
5530,0,38,0
5531,40,42,1
5532,0,23,0
5533,440,47,1
5534,80,42,1
5535,0,24,0
5536,0,29,0
5537,0,36,0
5538,80,39,1
5539,0,27,0
5540,80,25,1
5541,0,26,0
5542,0,26,0
5543,0,24,0
5544,320,57,1
5545,40,38,1
5546,1200,43,1
5547,0,21,0
5548,0,31,0
5549,180,47,1
5550,160,45,1
5551,0,25,0
5552,0,20,0
5553,40,30,1
5554,0,40,0
5555,40,24,1
5556,0,20,0
5557,100,33,1
5558,40,32,1
5559,40,32,1
5560,180,43,1
5561,80,29,1
5562,0,32,0
5563,0,28,0
5564,0,31,0
5565,300,34,1
5566,0,28,0
5567,100,33,1
5568,120,38,1
5569,0,29,0
5570,40,41,1
5571,0,33,0
5572,80,38,1
5573,0,23,0
5574,160,44,1
5575,0,29,0
5576,0,24,0
5577,120,34,1
5578,0,35,0
5579,100,45,1
5580,0,26,0
5581,0,27,0
5582,0,26,0
5583,40,35,1
5584,0,25,0
5585,0,24,0
5586,40,43,1
5587,0,28,0
5588,100,38,1
5589,0,35,0
5590,260,41,1
5591,0,26,0
5592,40,34,1
5593,300,20,1
5594,40,41,1
5595,280,48,1
5596,40,36,1
5597,0,33,0
5598,0,31,0
5599,80,40,1
5600,40,39,1
5601,220,49,1
5602,40,39,1
5603,400,49,1
5604,340,51,1
5605,40,31,1
5606,0,22,0
5607,0,27,0
5608,0,25,0
5609,0,27,0
5610,0,28,0
5611,0,37,0
5612,0,23,0
5613,0,24,0
5614,80,36,1
5615,100,37,1
5616,180,36,1
5617,0,27,0
5618,0,27,0
5619,0,26,0
5620,0,26,0
5621,0,22,0
5622,140,38,1
5623,40,22,1
5624,0,23,0
5625,120,49,1
5626,0,25,0
5627,0,22,0
5628,40,35,1
5629,40,34,1
5630,40,38,1
5631,0,29,0
5632,0,36,0
5633,0,33,0
5634,140,42,1
5635,140,35,1
5636,140,28,1
5637,0,35,0
5638,140,44,1
5639,0,25,0
5640,360,51,1
5641,40,38,1
5642,0,25,0
5643,0,27,0
5644,140,46,1
5645,240,50,1
5646,40,27,1
5647,0,27,0
5648,120,36,1
5649,140,37,1
5650,0,26,0
5651,80,42,1
5652,0,22,0
5653,40,34,1
5654,0,25,0
5655,0,39,0
5656,300,58,1
5657,0,29,0
5658,140,38,1
5659,0,28,0
5660,0,32,0
5661,0,28,0
5662,0,36,0
5663,0,32,0
5664,0,26,0
5665,0,25,0
5666,0,25,0
5667,200,26,1
5668,0,30,0
5669,40,28,1
5670,40,37,1
5671,0,26,0
5672,0,33,0
5673,300,43,1
5674,0,29,0
5675,0,26,0
5676,0,27,0
5677,0,24,0
5678,0,29,0
5679,0,23,0
5680,0,32,0
5681,40,40,1
5682,40,30,1
5683,0,40,0
5684,40,39,1
5685,0,32,0
5686,0,32,0
5687,0,36,0
5688,0,22,0
5689,80,30,1
5690,0,23,0
5691,0,21,0
5692,0,37,0
5693,100,41,1
5694,0,24,0
5695,0,39,0
5696,40,32,1
5697,0,34,0
5698,0,24,0
5699,0,31,0
5700,0,25,0
5701,0,39,0
5702,0,23,0
5703,0,28,0
5704,180,43,1
5705,40,37,1
5706,0,25,0
5707,480,54,1
5708,0,26,0
5709,0,31,0
5710,0,21,0
5711,0,32,0
5712,40,36,1
5713,160,39,1
5714,0,27,0
5715,0,27,0
5716,0,26,0
5717,0,29,0
5718,0,22,0
5719,0,25,0
5720,0,22,0
5721,280,54,1
5722,0,36,0
5723,80,37,1
5724,0,36,0
5725,0,34,0
5726,40,35,1
5727,40,33,1
5728,0,29,0
5729,0,31,0
5730,0,38,0
5731,0,28,0
5732,0,30,0
5733,140,40,1
5734,80,37,1
5735,0,32,0
5736,0,34,0
5737,0,38,0
5738,140,45,1
5739,180,38,1
5740,0,35,0
5741,0,33,0
5742,0,29,0
5743,40,27,1
5744,0,24,0
5745,0,24,0
5746,0,40,0
5747,0,20,0
5748,0,29,0
5749,0,24,0
5750,0,28,0
5751,0,28,0
5752,40,34,1
5753,0,24,0
5754,40,35,1
5755,100,26,1
5756,40,25,1
5757,0,22,0
5758,40,33,1
5759,0,26,0
5760,0,23,0
5761,120,42,1
5762,0,39,0
5763,180,37,1
5764,0,25,0
5765,0,22,0
5766,0,28,0
5767,40,43,1
5768,0,28,0
5769,140,34,1
5770,0,31,0
5771,80,31,1
5772,40,34,1
5773,140,33,1
5774,0,28,0
5775,40,27,1
5776,0,23,0
5777,0,27,0
5778,0,26,0
5779,140,30,1
5780,0,28,0
5781,0,23,0
5782,100,30,1
5783,0,30,0
5784,0,35,0
5785,0,30,0
5786,0,25,0
5787,100,24,1
5788,100,43,1
5789,80,40,1
5790,0,21,0
5791,0,25,0
5792,0,27,0
5793,80,44,1
5794,100,23,1
5795,0,28,0
5796,0,38,0
5797,0,26,0
5798,0,23,0
5799,80,31,1
5800,0,31,0
5801,140,41,1
5802,140,40,1
5803,40,41,1
5804,0,24,0
5805,0,26,0
5806,0,23,0
5807,640,42,1
5808,40,33,1
5809,0,31,0
5810,100,36,1
5811,0,29,0
5812,0,25,0
5813,0,26,0
5814,0,31,0
5815,0,29,0
5816,0,36,0
5817,0,21,0
5818,0,24,0
5819,0,29,0
5820,0,17,0
5821,320,55,1
5822,0,16,0
5823,0,38,0
5824,280,49,1
5825,140,42,1
5826,100,30,1
5827,140,45,1
5828,180,46,1
5829,0,23,0
5830,120,42,1
5831,180,40,1
5832,0,29,0
5833,40,32,1
5834,0,31,0
5835,0,29,0
5836,0,27,0
5837,40,32,1
5838,1200,47,1
5839,0,33,0
5840,0,29,0
5841,0,30,0
5842,40,30,1
5843,0,34,0
5844,0,40,0
5845,80,43,1
5846,40,42,1
5847,100,40,1
5848,0,33,0
5849,380,47,1
5850,0,30,0
5851,100,22,1
5852,0,26,0
5853,100,40,1
5854,0,26,0
5855,0,26,0
5856,0,26,0
5857,160,47,1
5858,560,52,1
5859,80,29,1
5860,80,40,1
5861,160,50,1
5862,140,31,1
5863,0,27,0
5864,180,51,1
5865,0,25,0
5866,0,28,0
5867,0,25,0
5868,180,45,1
5869,0,25,0
5870,40,43,1
5871,40,41,1
5872,0,26,0
5873,120,41,1
5874,0,23,0
5875,0,25,0
5876,0,32,0
5877,0,32,0
5878,40,36,1
5879,260,53,1
5880,0,23,0
5881,0,28,0
5882,120,46,1
5883,40,35,1
5884,0,25,0
5885,120,47,1
5886,0,36,0
5887,0,32,0
5888,0,37,0
5889,0,24,0
5890,0,25,0
5891,140,47,1
5892,0,30,0
5893,160,51,1
5894,0,25,0
5895,0,26,0
5896,240,46,1
5897,0,28,0
5898,140,39,1
5899,560,61,1
5900,300,24,1
5901,0,30,0
5902,40,39,1
5903,40,36,1
5904,0,27,0
5905,100,40,1
5906,0,24,0
5907,0,37,0
5908,0,33,0
5909,0,30,0
5910,0,36,0
5911,80,34,1
5912,0,30,0
5913,80,39,1
5914,100,44,1
5915,100,41,1
5916,40,37,1
5917,0,26,0
5918,200,47,1
5919,0,28,0
5920,0,25,0
5921,0,21,0
5922,100,39,1
5923,100,36,1
5924,0,20,0
5925,0,32,0
5926,0,22,0
5927,80,37,1
5928,0,26,0
5929,0,28,0
5930,540,52,1
5931,40,37,1
5932,0,24,0
5933,0,26,0
5934,140,47,1
5935,100,24,1
5936,40,40,1
5937,40,39,1
5938,0,24,0
5939,140,34,1
5940,0,30,0
5941,0,29,0
5942,40,37,1
5943,0,21,0
5944,0,33,0
5945,0,31,0
5946,0,26,0
5947,0,34,0
5948,240,53,1
5949,220,40,1
5950,280,47,1
5951,0,25,0
5952,0,22,0
5953,0,25,0
5954,0,25,0
5955,0,31,0
5956,40,37,1
5957,0,28,0
5958,0,19,0
5959,40,34,1
5960,0,32,0
5961,140,37,1
5962,0,26,0
5963,0,30,0
5964,0,24,0
5965,0,23,0
5966,0,24,0
5967,0,28,0
5968,0,41,0
5969,0,30,0
5970,0,28,0
5971,120,35,1
5972,380,51,1
5973,100,33,1
5974,40,31,1
5975,0,36,0
5976,780,51,1
5977,40,32,1
5978,40,30,1
5979,0,27,0
5980,0,21,0
5981,0,37,0
5982,300,28,1
5983,0,29,0
5984,540,71,1
5985,400,58,1
5986,0,29,0
5987,140,45,1
5988,0,38,0
5989,0,23,0
5990,140,27,1
5991,0,25,0
5992,0,33,0
5993,0,29,0
5994,0,22,0
5995,0,33,0
5996,0,20,0
5997,100,37,1
5998,0,25,0
5999,200,41,1
6000,0,24,0
6001,240,47,1
6002,140,40,1
6003,0,27,0
6004,80,38,1
6005,0,31,0
6006,0,24,0
6007,0,26,0
6008,80,32,1
6009,0,24,0
6010,40,36,1
6011,0,33,0
6012,100,27,1
6013,0,27,0
6014,80,34,1
6015,0,23,0
6016,40,40,1
6017,40,32,1
6018,0,28,0
6019,140,35,1
6020,0,26,0
6021,0,30,0
6022,40,35,1
6023,140,34,1
6024,140,30,1
6025,0,36,0
6026,40,37,1
6027,0,26,0
6028,100,45,1
6029,0,37,0
6030,0,39,0
6031,0,30,0
6032,0,24,0
6033,0,23,0
6034,300,22,1
6035,0,25,0
6036,0,25,0
6037,640,41,1
6038,0,24,0
6039,0,25,0
6040,0,26,0
6041,0,34,0
6042,0,28,0
6043,0,31,0
6044,40,33,1
6045,0,25,0
6046,0,28,0
6047,40,35,1
6048,0,31,0
6049,0,27,0
6050,240,47,1
6051,40,33,1
6052,40,36,1
6053,0,25,0
6054,80,41,1
6055,0,29,0
6056,0,36,0
6057,200,47,1
6058,0,26,0
6059,40,36,1
6060,0,27,0
6061,120,34,1
6062,0,31,0
6063,100,40,1
6064,400,60,1
6065,100,27,1
6066,100,31,1
6067,80,31,1
6068,0,37,0
6069,0,23,0
6070,400,46,1
6071,280,52,1
6072,0,29,0
6073,0,22,0
6074,180,41,1
6075,0,19,0
6076,0,24,0
6077,0,31,0
6078,0,35,0
6079,140,25,1
6080,0,34,0
6081,0,26,0
6082,40,37,1
6083,0,22,0
6084,0,26,0
6085,0,22,0
6086,0,28,0
6087,0,29,0
6088,140,43,1
6089,0,27,0
6090,0,28,0
6091,0,37,0
6092,0,24,0
6093,0,33,0
6094,40,26,1
6095,0,28,0
6096,0,32,0
6097,160,39,1
6098,0,29,0
6099,0,25,0
6100,0,25,0
6101,0,24,0
6102,0,32,0
6103,140,48,1
6104,0,30,0
6105,40,39,1
6106,80,43,1
6107,0,26,0
6108,0,35,0
6109,0,24,0
6110,0,25,0
6111,40,38,1
6112,0,29,0
6113,0,25,0
6114,0,33,0
6115,0,33,0
6116,440,50,1
6117,0,27,0
6118,0,31,0
6119,40,42,1
6120,80,39,1
6121,0,34,0
6122,0,29,0
6123,0,35,0
6124,0,25,0
6125,0,30,0
6126,0,23,0
6127,0,35,0
6128,40,39,1
6129,120,37,1
6130,0,26,0
6131,140,48,1
6132,0,21,0
6133,0,20,0
6134,40,41,1
6135,0,24,0
6136,100,34,1
6137,0,35,0
6138,160,40,1
6139,0,35,0
6140,220,50,1
6141,0,38,0
6142,0,24,0
6143,0,38,0
6144,40,32,1
6145,0,32,0
6146,360,53,1
6147,180,52,1
6148,0,28,0
6149,40,36,1
6150,0,35,0
6151,0,27,0
6152,0,35,0
6153,40,36,1
6154,0,25,0
6155,0,30,0
6156,40,33,1
6157,0,29,0
6158,0,39,0
6159,140,46,1
6160,100,32,1
6161,40,42,1
6162,0,36,0
6163,0,34,0
6164,0,24,0
6165,0,24,0
6166,0,32,0
6167,0,28,0
6168,0,34,0
6169,0,31,0
6170,0,26,0
6171,0,19,0
6172,0,26,0
6173,240,46,1
6174,0,32,0
6175,240,44,1
6176,0,33,0
6177,0,36,0
6178,340,51,1
6179,40,28,1
6180,0,27,0
6181,0,28,0
6182,0,21,0
6183,0,30,0
6184,0,37,0
6185,0,33,0
6186,0,21,0
6187,0,27,0
6188,0,36,0
6189,0,27,0
6190,220,36,1
6191,300,24,1
6192,200,47,1
6193,0,23,0
6194,0,22,0
6195,0,24,0
6196,540,56,1
6197,0,21,0
6198,0,26,0
6199,0,22,0
6200,0,32,0
6201,0,25,0
6202,1340,55,1
6203,0,30,0
6204,80,39,1
6205,40,37,1
6206,0,27,0
6207,40,40,1
6208,0,24,0
6209,0,30,0
6210,0,24,0
6211,0,24,0
6212,0,24,0
6213,0,32,0
6214,0,30,0
6215,0,24,0
6216,140,45,1
6217,40,33,1
6218,0,28,0
6219,0,25,0
6220,0,27,0
6221,100,38,1
6222,0,25,0
6223,0,26,0
6224,80,36,1
6225,220,53,1
6226,0,35,0
6227,0,28,0
6228,260,49,1
6229,400,65,1
6230,0,32,0
6231,0,23,0
6232,0,23,0
6233,40,40,1
6234,40,36,1
6235,0,35,0
6236,40,35,1
6237,0,36,0
6238,40,36,1
6239,40,32,1
6240,0,31,0
6241,0,19,0
6242,0,28,0
6243,0,26,0
6244,0,34,0
6245,0,24,0
6246,40,39,1
6247,0,37,0
6248,0,26,0
6249,0,31,0
6250,0,34,0
6251,0,22,0
6252,0,34,0
6253,0,29,0
6254,0,33,0
6255,0,23,0
6256,0,26,0
6257,0,28,0
6258,0,24,0
6259,140,43,1
6260,0,30,0
6261,40,25,1
6262,40,39,1
6263,0,25,0
6264,300,23,1
6265,100,28,1
6266,40,43,1
6267,0,21,0
6268,0,30,0
6269,40,28,1
6270,40,36,1
6271,0,34,0
6272,0,29,0
6273,40,39,1
6274,0,24,0
6275,0,39,0
6276,0,21,0
6277,0,25,0
6278,0,22,0
6279,140,36,1
6280,0,28,0
6281,0,24,0
6282,0,19,0
6283,40,32,1
6284,120,39,1
6285,0,25,0
6286,0,23,0
6287,80,37,1
6288,0,22,0
6289,80,44,1
6290,40,37,1
6291,0,25,0
6292,140,43,1
6293,40,30,1
6294,0,27,0
6295,0,29,0
6296,0,33,0
6297,40,39,1
6298,400,53,1
6299,40,34,1
6300,0,28,0
6301,240,39,1
6302,0,23,0
6303,280,56,1
6304,480,43,1
6305,0,23,0
6306,0,29,0
6307,100,22,1
6308,40,34,1
6309,0,24,0
6310,0,34,0
6311,0,27,0
6312,220,53,1
6313,0,25,0
6314,40,36,1
6315,80,38,1
